Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Faroe Islands,FRO,"Population ages 0-14, male",SP.POP.0014.MA.IN,5636,5628
Faroe Islands,FRO,"Population ages 0-14, female",SP.POP.0014.FE.IN,5389,5354
Faroe Islands,FRO,"Population ages 15-64, male",SP.POP.1564.MA.IN,17615,17848
Faroe Islands,FRO,"Population ages 15-64, female",SP.POP.1564.FE.IN,15712,15994
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1383,1385
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1032,1055
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,27928,28178
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,26024,26304
Fiji,FJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,129027,128525
Fiji,FJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,125674,124554
Fiji,FJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,302811,305052
Fiji,FJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,304820,307394
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4486,4624
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2283,2308
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,456267,458652
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,463155,465493
Finland,FIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,432317,426343
Finland,FIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,413375,407615
Finland,FIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1743358,1750802
Finland,FIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1676441,1682584
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,207927,210031
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,121704,123309
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2746486,2759480
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2809620,2824431
Fragile and conflict affected situations,FCS,"Population ages 0-14, male",SP.POP.0014.MA.IN,207902904,210708781
Fragile and conflict affected situations,FCS,"Population ages 0-14, female",SP.POP.0014.FE.IN,201761713,204492560
Fragile and conflict affected situations,FCS,"Population ages 15-64, male",SP.POP.1564.MA.IN,292204680,299387934
Fragile and conflict affected situations,FCS,"Population ages 15-64, female",SP.POP.1564.FE.IN,294701016,301728281
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3932709,3928079
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2177665,2204509
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,517855427,528275679
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,520302695,530513855
France,FRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,5934280,5866425
France,FRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,5658155,5595478
France,FRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,20762540,20804839
France,FRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,21159543,21168802
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2646548,2664254
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1521698,1549983
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32983228,33098317
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,35081787,35189170
French Polynesia,PYF,"Population ages 0-14, male",SP.POP.0014.MA.IN,29367,28649
French Polynesia,PYF,"Population ages 0-14, female",SP.POP.0014.FE.IN,27589,26825
French Polynesia,PYF,"Population ages 15-64, male",SP.POP.1564.MA.IN,98643,98879
French Polynesia,PYF,"Population ages 15-64, female",SP.POP.1564.FE.IN,96257,96614
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,2988,3219
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2204,2382
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,141936,142256
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,138442,138862
Gabon,GAB,"Population ages 0-14, male",SP.POP.0014.MA.IN,449310,458007
Gabon,GAB,"Population ages 0-14, female",SP.POP.0014.FE.IN,444569,452971
Gabon,GAB,"Population ages 15-64, male",SP.POP.1564.MA.IN,741382,757812
Gabon,GAB,"Population ages 15-64, female",SP.POP.1564.FE.IN,697982,715568
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,9018,9187
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6622,6751
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1235742,1262242
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1195005,1222547
"Gambia, The",GMB,"Population ages 0-14, male",SP.POP.0014.MA.IN,548403,555027
"Gambia, The",GMB,"Population ages 0-14, female",SP.POP.0014.FE.IN,537412,543828
"Gambia, The",GMB,"Population ages 15-64, male",SP.POP.1564.MA.IN,729909,752376
"Gambia, The",GMB,"Population ages 15-64, female",SP.POP.1564.FE.IN,744558,766276
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5010,5256
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4119,4266
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1312497,1343260
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1323973,1354585
Georgia,GEO,"Population ages 0-14, male",SP.POP.0014.MA.IN,405610,403049
Georgia,GEO,"Population ages 0-14, female",SP.POP.0014.FE.IN,381337,378719
Georgia,GEO,"Population ages 15-64, male",SP.POP.1564.MA.IN,1126895,1128347
Georgia,GEO,"Population ages 15-64, female",SP.POP.1564.FE.IN,1238559,1236251
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,101576,98745
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,34829,32475
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1729714,1731528
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1982788,1983955
Germany,DEU,"Population ages 0-14, male",SP.POP.0014.MA.IN,5987057,5950761
Germany,DEU,"Population ages 0-14, female",SP.POP.0014.FE.IN,5671364,5638126
Germany,DEU,"Population ages 15-64, male",SP.POP.1564.MA.IN,27075422,26771339
Germany,DEU,"Population ages 15-64, female",SP.POP.1564.FE.IN,26244031,25940226
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3810672,3794285
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2436225,2444087
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,41369285,41119651
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42428700,42160349
Ghana,GHA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6128125,6187036
Ghana,GHA,"Population ages 0-14, female",SP.POP.0014.FE.IN,5980972,6037066
Ghana,GHA,"Population ages 15-64, male",SP.POP.1564.MA.IN,9907618,10142789
Ghana,GHA,"Population ages 15-64, female",SP.POP.1564.FE.IN,9951829,10193909
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,102634,106023
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,66546,67976
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,16560812,16877545
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,16588340,16910369
Gibraltar,GIB,"Population ages 0-14, male",SP.POP.0014.MA.IN,3489,3526
Gibraltar,GIB,"Population ages 0-14, female",SP.POP.0014.FE.IN,3287,3320
Gibraltar,GIB,"Population ages 15-64, male",SP.POP.1564.MA.IN,12202,12500
Gibraltar,GIB,"Population ages 15-64, female",SP.POP.1564.FE.IN,12111,12404
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,987,1001
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,611,616
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,18714,19145
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,18895,19326
Greece,GRC,"Population ages 0-14, male",SP.POP.0014.MA.IN,742568,726451
Greece,GRC,"Population ages 0-14, female",SP.POP.0014.FE.IN,702757,687337
Greece,GRC,"Population ages 15-64, male",SP.POP.1564.MA.IN,3260131,3254053
Greece,GRC,"Population ages 15-64, female",SP.POP.1564.FE.IN,3307129,3294203
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,474160,471088
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,298147,297054
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5054741,5039990
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5382141,5365598
Greenland,GRL,"Population ages 0-14, male",SP.POP.0014.MA.IN,6063,6079
Greenland,GRL,"Population ages 0-14, female",SP.POP.0014.FE.IN,5725,5750
Greenland,GRL,"Population ages 15-64, male",SP.POP.1564.MA.IN,20842,20718
Greenland,GRL,"Population ages 15-64, female",SP.POP.1564.FE.IN,18604,18563
Greenland,GRL,"Population ages 80 and above, female",SP.POP.80UP.FE,369,391
Greenland,GRL,"Population ages 80 and above, male",SP.POP.80UP.MA,289,315
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,29859,29936
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,26802,26929
Grenada,GRD,"Population ages 0-14, male",SP.POP.0014.MA.IN,12059,11849
Grenada,GRD,"Population ages 0-14, female",SP.POP.0014.FE.IN,11581,11388
Grenada,GRD,"Population ages 15-64, male",SP.POP.1564.MA.IN,40581,40608
Grenada,GRD,"Population ages 15-64, female",SP.POP.1564.FE.IN,39222,39339
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,2245,2250
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1277,1263
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,58735,58747
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,58178,58334
Guam,GUM,"Population ages 0-14, male",SP.POP.0014.MA.IN,22126,22346
Guam,GUM,"Population ages 0-14, female",SP.POP.0014.FE.IN,20800,20979
Guam,GUM,"Population ages 15-64, male",SP.POP.1564.MA.IN,52830,52777
Guam,GUM,"Population ages 15-64, female",SP.POP.1564.FE.IN,50196,50229
Guam,GUM,"Population ages 80 and above, female",SP.POP.80UP.FE,1991,2129
Guam,GUM,"Population ages 80 and above, male",SP.POP.80UP.MA,1383,1448
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,83818,84416
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,81362,82090
Guatemala,GTM,"Population ages 0-14, male",SP.POP.0014.MA.IN,2961486,2955290
Guatemala,GTM,"Population ages 0-14, female",SP.POP.0014.FE.IN,2877273,2869625
Guatemala,GTM,"Population ages 15-64, male",SP.POP.1564.MA.IN,5515578,5646614
Guatemala,GTM,"Population ages 15-64, female",SP.POP.1564.FE.IN,5667202,5795145
Guatemala,GTM,"Population ages 80 and above, female",SP.POP.80UP.FE,69791,72402
Guatemala,GTM,"Population ages 80 and above, male",SP.POP.80UP.MA,52812,54995
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8851469,8989012
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8996408,9135826
Guinea,GIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,2962949,3013263
Guinea,GIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,2879733,2927975
Guinea,GIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3777788,3900773
Guinea,GIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,3952429,4067756
Guinea,GIN,"Population ages 80 and above, female",SP.POP.80UP.FE,40479,41623
Guinea,GIN,"Population ages 80 and above, male",SP.POP.80UP.MA,26787,27484
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,6943315,7122533
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,7111822,7282935
Guinea-Bissau,GNB,"Population ages 0-14, male",SP.POP.0014.MA.IN,423098,427757
Guinea-Bissau,GNB,"Population ages 0-14, female",SP.POP.0014.FE.IN,412897,417264
Guinea-Bissau,GNB,"Population ages 15-64, male",SP.POP.1564.MA.IN,591029,609708
Guinea-Bissau,GNB,"Population ages 15-64, female",SP.POP.1564.FE.IN,613438,630940
Guinea-Bissau,GNB,"Population ages 80 and above, female",SP.POP.80UP.FE,4512,4676
Guinea-Bissau,GNB,"Population ages 80 and above, male",SP.POP.80UP.MA,2947,3025
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,1039679,1063795
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,1065850,1089544
Guyana,GUY,"Population ages 0-14, male",SP.POP.0014.MA.IN,122591,122955
Guyana,GUY,"Population ages 0-14, female",SP.POP.0014.FE.IN,118994,119358
Guyana,GUY,"Population ages 15-64, male",SP.POP.1564.MA.IN,256028,256801
Guyana,GUY,"Population ages 15-64, female",SP.POP.1564.FE.IN,272897,273695
Guyana,GUY,"Population ages 80 and above, female",SP.POP.80UP.FE,4908,5125
Guyana,GUY,"Population ages 80 and above, male",SP.POP.80UP.MA,2839,2949
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,400371,402457
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,421266,423896
Haiti,HTI,"Population ages 0-14, male",SP.POP.0014.MA.IN,1851726,1852090
Haiti,HTI,"Population ages 0-14, female",SP.POP.0014.FE.IN,1821662,1822092
Haiti,HTI,"Population ages 15-64, male",SP.POP.1564.MA.IN,3622861,3679602
Haiti,HTI,"Population ages 15-64, female",SP.POP.1564.FE.IN,3685010,3746180
Haiti,HTI,"Population ages 80 and above, female",SP.POP.80UP.FE,38493,39731
Haiti,HTI,"Population ages 80 and above, male",SP.POP.80UP.MA,23189,23889
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5698315,5761588
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5805291,5875810
Heavily indebted poor countries (HIPC),HPC,"Population ages 0-14, male",SP.POP.0014.MA.IN,190221410,193834308
Heavily indebted poor countries (HIPC),HPC,"Population ages 0-14, female",SP.POP.0014.FE.IN,185904765,189410958
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, male",SP.POP.1564.MA.IN,243586928,251225342
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, female",SP.POP.1564.FE.IN,247643836,255307562
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, female",SP.POP.80UP.FE,1996222,2071346
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, male",SP.POP.80UP.MA,1323329,1372258
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,445558037,457217450
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,448348257,460086804
High income,HIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,115106722,114079451
High income,HIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,109288000,108338485
High income,HIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,461938042,463753378
High income,HIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,443907842,444922595
High income,HIC,"Population ages 80 and above, female",SP.POP.80UP.FE,44382686,45152468
High income,HIC,"Population ages 80 and above, male",SP.POP.80UP.MA,26152701,26892421
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,691149978,695016295
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,701886591,705449218
Honduras,HND,"Population ages 0-14, male",SP.POP.0014.MA.IN,1680985,1688693
Honduras,HND,"Population ages 0-14, female",SP.POP.0014.FE.IN,1603244,1610801
Honduras,HND,"Population ages 15-64, male",SP.POP.1564.MA.IN,3393004,3467016
Honduras,HND,"Population ages 15-64, female",SP.POP.1564.FE.IN,3350645,3421387
Honduras,HND,"Population ages 80 and above, female",SP.POP.80UP.FE,32471,33935
Honduras,HND,"Population ages 80 and above, male",SP.POP.80UP.MA,19515,20456
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,5269396,5359700
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,5194476,5285151
"Hong Kong SAR, China",HKG,"Population ages 0-14, male",SP.POP.0014.MA.IN,407291,410174
"Hong Kong SAR, China",HKG,"Population ages 0-14, female",SP.POP.0014.FE.IN,394255,396116
"Hong Kong SAR, China",HKG,"Population ages 15-64, male",SP.POP.1564.MA.IN,2191034,2220028
"Hong Kong SAR, China",HKG,"Population ages 15-64, female",SP.POP.1564.FE.IN,2834022,2878575
"Hong Kong SAR, China",HKG,"Population ages 80 and above, female",SP.POP.80UP.FE,224657,230413
"Hong Kong SAR, China",HKG,"Population ages 80 and above, male",SP.POP.80UP.MA,168071,174059
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3313817,3397208
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,4032283,4138892
Hungary,HUN,"Population ages 0-14, male",SP.POP.0014.MA.IN,720600,713668
Hungary,HUN,"Population ages 0-14, female",SP.POP.0014.FE.IN,682714,675804
Hungary,HUN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3142898,3122054
Hungary,HUN,"Population ages 15-64, female",SP.POP.1564.FE.IN,3110695,3083655
Hungary,HUN,"Population ages 80 and above, female",SP.POP.80UP.FE,311359,316859
Hungary,HUN,"Population ages 80 and above, male",SP.POP.80UP.MA,134889,139201
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4625983,4602840
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5018394,4989346
IBRD only,IBD,"Population ages 0-14, male",SP.POP.0014.MA.IN,..,..
IBRD only,IBD,"Population ages 0-14, female",SP.POP.0014.FE.IN,..,..
IBRD only,IBD,"Population ages 15-64, male",SP.POP.1564.MA.IN,..,..
IBRD only,IBD,"Population ages 15-64, female",SP.POP.1564.FE.IN,..,..
IBRD only,IBD,"Population ages 80 and above, female",SP.POP.80UP.FE,..,..
IBRD only,IBD,"Population ages 80 and above, male",SP.POP.80UP.MA,..,..
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,..,..
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,..,..
Iceland,ISL,"Population ages 0-14, male",SP.POP.0014.MA.IN,36087,36500
Iceland,ISL,"Population ages 0-14, female",SP.POP.0014.FE.IN,34119,34523
Iceland,ISL,"Population ages 15-64, male",SP.POP.1564.MA.IN,131708,135645
Iceland,ISL,"Population ages 15-64, female",SP.POP.1564.FE.IN,122365,126309
Iceland,ISL,"Population ages 80 and above, female",SP.POP.80UP.FE,7510,7793
Iceland,ISL,"Population ages 80 and above, male",SP.POP.80UP.MA,5858,6159
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,195691,201394
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,186312,191955
IDA & IBRD total,IBT,"Population ages 0-14, male",SP.POP.0014.MA.IN,944659235,941841756
IDA & IBRD total,IBT,"Population ages 0-14, female",SP.POP.0014.FE.IN,888941138,887258895
IDA & IBRD total,IBT,"Population ages 15-64, male",SP.POP.1564.MA.IN,2232398665,2256910262
IDA & IBRD total,IBT,"Population ages 15-64, female",SP.POP.1564.FE.IN,2178882820,2201969669
IDA & IBRD total,IBT,"Population ages 80 and above, female",SP.POP.80UP.FE,57947081,59164497
IDA & IBRD total,IBT,"Population ages 80 and above, male",SP.POP.80UP.MA,35271474,36048076
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3421162619,3452054364
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3374059673,3406902781
IDA blend,IDB,"Population ages 0-14, male",SP.POP.0014.MA.IN,..,..
IDA blend,IDB,"Population ages 0-14, female",SP.POP.0014.FE.IN,..,..
IDA blend,IDB,"Population ages 15-64, male",SP.POP.1564.MA.IN,..,..
IDA blend,IDB,"Population ages 15-64, female",SP.POP.1564.FE.IN,..,..
IDA blend,IDB,"Population ages 80 and above, female",SP.POP.80UP.FE,..,..
IDA blend,IDB,"Population ages 80 and above, male",SP.POP.80UP.MA,..,..
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,..,..
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,..,..
IDA only,IDX,"Population ages 0-14, male",SP.POP.0014.MA.IN,..,..
IDA only,IDX,"Population ages 0-14, female",SP.POP.0014.FE.IN,..,..
IDA only,IDX,"Population ages 15-64, male",SP.POP.1564.MA.IN,..,..
IDA only,IDX,"Population ages 15-64, female",SP.POP.1564.FE.IN,..,..
IDA only,IDX,"Population ages 80 and above, female",SP.POP.80UP.FE,..,..
IDA only,IDX,"Population ages 80 and above, male",SP.POP.80UP.MA,..,..
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,..,..
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,..,..
IDA total,IDA,"Population ages 0-14, male",SP.POP.0014.MA.IN,..,..
IDA total,IDA,"Population ages 0-14, female",SP.POP.0014.FE.IN,..,..
IDA total,IDA,"Population ages 15-64, male",SP.POP.1564.MA.IN,..,..
IDA total,IDA,"Population ages 15-64, female",SP.POP.1564.FE.IN,..,..
IDA total,IDA,"Population ages 80 and above, female",SP.POP.80UP.FE,..,..
IDA total,IDA,"Population ages 80 and above, male",SP.POP.80UP.MA,..,..
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,..,..
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,..,..
India,IND,"Population ages 0-14, male",SP.POP.0014.MA.IN,189564729,187882029
India,IND,"Population ages 0-14, female",SP.POP.0014.FE.IN,173742919,172455965
India,IND,"Population ages 15-64, male",SP.POP.1564.MA.IN,500684854,506719577
India,IND,"Population ages 15-64, female",SP.POP.1564.FE.IN,465941614,471471101
India,IND,"Population ages 80 and above, female",SP.POP.80UP.FE,8249470,8545252
India,IND,"Population ages 80 and above, male",SP.POP.80UP.MA,6145776,6410901
India,IND,"Population, male",SP.POP.TOTL.MA.IN,735531456,741883264
India,IND,"Population, female",SP.POP.TOTL.FE.IN,689891756,696186332
Indonesia,IDN,"Population ages 0-14, male",SP.POP.0014.MA.IN,36159735,35979229
Indonesia,IDN,"Population ages 0-14, female",SP.POP.0014.FE.IN,34312080,34134499
Indonesia,IDN,"Population ages 15-64, male",SP.POP.1564.MA.IN,95720035,96723170
Indonesia,IDN,"Population ages 15-64, female",SP.POP.1564.FE.IN,93609426,94533373
Indonesia,IDN,"Population ages 80 and above, female",SP.POP.80UP.FE,1812347,1877945
Indonesia,IDN,"Population ages 80 and above, male",SP.POP.80UP.MA,1006753,1036600
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,140070494,141255767
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,138760035,139934300
"Iran, Islamic Rep.",IRN,"Population ages 0-14, male",SP.POP.0014.MA.IN,10687524,10636350
"Iran, Islamic Rep.",IRN,"Population ages 0-14, female",SP.POP.0014.FE.IN,10101114,10057576
"Iran, Islamic Rep.",IRN,"Population ages 15-64, male",SP.POP.1564.MA.IN,31526598,31942684
"Iran, Islamic Rep.",IRN,"Population ages 15-64, female",SP.POP.1564.FE.IN,30379205,30799436
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, female",SP.POP.80UP.FE,562629,588400
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, male",SP.POP.80UP.MA,405709,430461
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,45529146,46061602
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,43995100,44547105
Iraq,IRQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,8489888,8568862
Iraq,IRQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,8074931,8149732
Iraq,IRQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,12998701,13420571
Iraq,IRQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,13009687,13403851
Iraq,IRQ,"Population ages 80 and above, female",SP.POP.80UP.FE,119879,125908
Iraq,IRQ,"Population ages 80 and above, male",SP.POP.80UP.MA,63738,67488
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,22099525,22614115
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,21971026,22459934
Ireland,IRL,"Population ages 0-14, male",SP.POP.0014.MA.IN,514078,516378
Ireland,IRL,"Population ages 0-14, female",SP.POP.0014.FE.IN,490950,492970
Ireland,IRL,"Population ages 15-64, male",SP.POP.1564.MA.IN,1675154,1723283
Ireland,IRL,"Population ages 15-64, female",SP.POP.1564.FE.IN,1702298,1750077
Ireland,IRL,"Population ages 80 and above, female",SP.POP.80UP.FE,108339,114628
Ireland,IRL,"Population ages 80 and above, male",SP.POP.80UP.MA,77065,82154
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2557643,2627523
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2608057,2680077
Isle of Man,IMN,"Population ages 0-14, male",SP.POP.0014.MA.IN,6358,6235
Isle of Man,IMN,"Population ages 0-14, female",SP.POP.0014.FE.IN,6077,5988
Isle of Man,IMN,"Population ages 15-64, male",SP.POP.1564.MA.IN,26472,26437
Isle of Man,IMN,"Population ages 15-64, female",SP.POP.1564.FE.IN,26463,26388
Isle of Man,IMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2868,2968
Isle of Man,IMN,"Population ages 80 and above, male",SP.POP.80UP.MA,2067,2144
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,41675,41683
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,42457,42482
Israel,ISR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1363053,1382145
Israel,ISR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1294269,1312103
Israel,ISR,"Population ages 15-64, male",SP.POP.1564.MA.IN,2866425,2932284
Israel,ISR,"Population ages 15-64, female",SP.POP.1564.FE.IN,2857890,2918718
Israel,ISR,"Population ages 80 and above, female",SP.POP.80UP.FE,170383,171266
Israel,ISR,"Population ages 80 and above, male",SP.POP.80UP.MA,114418,115509
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4754582,4855903
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4802918,4900697
Italy,ITA,"Population ages 0-14, male",SP.POP.0014.MA.IN,3758803,3682719
Italy,ITA,"Population ages 0-14, female",SP.POP.0014.FE.IN,3552861,3481705
Italy,ITA,"Population ages 15-64, male",SP.POP.1564.MA.IN,18857492,18850469
Italy,ITA,"Population ages 15-64, female",SP.POP.1564.FE.IN,18723019,18691080
Italy,ITA,"Population ages 80 and above, female",SP.POP.80UP.FE,2815900,2822652
Italy,ITA,"Population ages 80 and above, male",SP.POP.80UP.MA,1727591,1741778
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,28813924,28815309
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,30199743,30178166
Jamaica,JAM,"Population ages 0-14, male",SP.POP.0014.MA.IN,282857,276489
Jamaica,JAM,"Population ages 0-14, female",SP.POP.0014.FE.IN,273043,266880
Jamaica,JAM,"Population ages 15-64, male",SP.POP.1564.MA.IN,1028467,1031028
Jamaica,JAM,"Population ages 15-64, female",SP.POP.1564.FE.IN,1040788,1042121
Jamaica,JAM,"Population ages 80 and above, female",SP.POP.80UP.FE,19160,19763
Jamaica,JAM,"Population ages 80 and above, male",SP.POP.80UP.MA,12938,13441
